SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,T,HUMRAT_TEUNA
1,4000,867,865,10990231,0,0,0,0,11,2,75,4,5,7,1,3,0,1,1,1,3,2,2,9,9,9,4,3,9,3,31,311,0,13,1,200065,746696,1,2
2,478,0,0,0,0,0,0,0,14,3,71,4,5,7,3,0,3,1,1,2,3,1,1,9,9,9,0,0,9,2,23,237,99,27,2,230716,731933,1,1
2,3000,4452,0,0,0,0,0,0,61,7,88,4,5,4,1,1,0,3,1,3,3,1,1,9,9,9,1,2,2,1,11,111,0,12,3,219379,634811,1,1
4,0,0,0,0,77,0,490,0,14,4,80,3,5,3,3,0,2,5,1,4,3,1,1,9,9,9,0,0,9,2,23,237,99,99,1,221816,739981,0,2
2,4000,1082,0,0,0,0,0,0,11,9,87,4,5,5,1,3,0,1,1,3,3,9,1,9,9,9,0,0,9,3,31,311,0,13,3,196200,743881,1,2
4,0,0,0,0,70,0,690,0,12,1,91,4,5,5,4,1,0,2,1,2,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,215490,760255,1,2
4,0,0,0,0,581,0,190,0,12,7,94,4,5,5,2,2,0,4,1,5,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,201285,703287,1,2
4,0,0,0,0,40,0,1910,0,34,12,6,4,5,6,5,1,0,5,1,3,3,1,1,9,9,9,0,0,9,6,62,623,99,99,1,179819,580179,1,1
4,0,0,0,0,44,0,240,0,52,2,90,4,5,2,10,0,2,5,1,5,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,188685,648421,1,1
4,0,0,0,0,5,0,110,0,51,1,96,4,5,6,3,0,2,5,1,4,3,1,1,9,9,9,0,0,9,4,42,422,99,99,1,191578,669738,1,2
2,9000,110,0,0,0,0,0,0,34,2,94,4,5,1,1,0,3,1,1,1,3,1,1,9,9,9,9,0,9,6,62,623,0,13,2,179698,573537,1,2
3,0,0,0,0,6516,0,10,10314,12,7,84,4,5,7,8,3,0,1,1,2,3,1,1,5,2,9,0,0,9,3,32,323,99,99,1,210900,710809,1,2
2,516,0,0,0,0,0,0,0,12,8,95,4,5,5,1,1,0,1,1,2,3,1,1,9,9,9,1,2,1,2,24,242,99,27,2,224142,758456,1,2
2,507,0,0,0,0,0,0,0,12,9,94,4,5,2,1,3,0,1,1,1,3,1,1,9,9,9,4,3,9,2,24,245,99,28,2,215589,762118,0,1
1,4000,242,199,12360112,0,0,0,0,11,3,1,4,5,6,8,3,0,1,1,3,3,1,1,6,2,9,0,0,9,3,31,311,0,13,1,205779,747648,1,1
2,7900,107,0,0,0,0,0,0,51,10,75,4,5,5,1,3,0,1,1,2,3,1,1,9,9,9,3,2,1,4,42,422,0,13,1,189561,666512,1,2
4,0,0,0,0,3,0,2460,0,38,10,96,4,5,5,3,0,3,5,1,3,3,1,1,9,9,9,0,0,9,6,61,611,99,99,1,178656,628657,1,2
1,70,750,762,10150316,0,0,0,0,38,6,4,4,5,5,11,0,3,1,1,2,3,1,1,9,9,9,0,0,9,6,61,613,0,13,1,168449,633483,1,2
4,0,0,0,0,65,0,270,0,12,6,93,4,5,5,1,0,2,4,1,3,3,1,1,9,9,9,4,2,9,3,32,323,99,99,1,213575,714855,0,0
2,8900,0,0,0,0,0,0,0,12,3,75,4,5,3,1,3,0,1,1,3,1,1,1,9,9,9,3,3,1,2,24,241,0,26,2,218122,751055,1,1
2,494,0,0,0,0,0,0,0,11,3,6,4,5,7,17,3,0,1,1,2,3,4,1,9,9,9,0,0,9,3,31,311,99,27,2,205067,733243,1,1
2,3000,4177,0,0,0,0,0,0,61,12,70,4,5,3,4,2,0,1,1,2,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,222308,633472,1,2
4,0,0,0,0,57,0,60,0,51,3,85,4,5,2,5,0,2,2,1,3,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,193555,691929,1,2
2,5000,1760,0,0,0,0,0,0,20,9,83,4,5,6,1,1,0,1,1,1,3,1,1,9,9,9,9,0,9,5,51,511,0,13,1,176299,661162,0,1
2,9200,251,0,0,0,0,0,0,14,11,84,4,5,3,2,3,0,1,1,2,3,1,1,3,2,9,0,0,9,2,23,231,0,17,3,246852,710411,1,2
2,2650,238,0,0,0,0,0,0,20,9,78,4,5,5,2,3,0,1,1,3,3,1,1,9,9,9,0,0,9,5,51,511,0,16,3,184369,671282,1,2
2,8200,199,0,0,0,0,0,0,12,11,71,4,5,3,1,3,0,1,1,1,3,1,1,9,9,9,3,3,2,3,31,311,0,16,1,208407,749540,1,1
4,0,0,0,0,65,0,300,0,12,12,83,4,5,1,3,0,2,5,1,3,3,1,1,9,9,9,0,0,9,3,32,323,99,99,1,215488,717064,0,2
2,4000,522,0,0,0,0,0,0,11,4,89,4,5,6,1,3,0,1,1,3,3,1,1,9,9,9,1,3,1,3,31,311,0,13,1,198272,748212,1,2
2,480,0,0,0,0,0,0,0,12,7,8,4,5,2,8,9,0,1,1,4,1,1,1,6,3,9,0,0,9,2,24,243,99,27,2,235712,763260,1,2
1,9600,161,139,7860001,0,0,0,0,12,2,75,4,5,3,2,0,2,1,1,5,3,1,1,9,9,9,0,0,9,3,31,311,0,16,1,206930,749956,0,2
2,3000,1308,0,0,0,0,0,0,61,3,84,4,5,2,11,0,2,1,1,3,3,1,1,6,1,9,0,0,9,1,11,111,0,12,3,219049,628926,1,2
2,6600,921,0,0,0,0,0,0,20,6,20,2,5,7,1,0,3,1,1,2,3,1,1,9,9,9,3,2,2,5,51,513,0,14,1,178639,657391,1,2
4,0,0,0,0,50,0,0,0,61,5,79,4,5,5,4,0,2,4,1,2,3,1,1,9,9,9,0,0,9,7,77,77,99,99,3,220104,637731,1,1
4,0,0,0,0,574,0,170,0,12,10,83,4,5,7,2,3,0,2,1,3,3,1,1,9,9,9,0,0,9,3,24,324,99,99,1,202091,706722,1,1
2,7800,508,0,0,0,0,0,0,12,7,80,4,5,4,2,0,1,1,1,3,3,1,1,9,9,9,0,0,9,3,32,324,99,16,1,200022,709258,1,2
2,481,0,0,0,0,0,0,0,12,2,74,4,5,4,5,3,0,1,1,3,4,2,2,9,9,9,0,0,9,2,22,222,99,26,2,238897,754717,1,2
4,0,0,0,0,443,0,120,0,52,7,83,4,5,2,4,0,2,0,1,4,3,1,1,9,9,9,0,0,9,4,43,431,99,99,1,200300,648039,1,1
2,2710,150,0,0,0,0,0,0,12,11,78,4,5,1,1,3,0,1,1,3,3,1,1,9,9,7,8,0,9,3,32,323,0,25,2,214510,713989,1,2
2,3000,1636,0,0,0,0,0,0,61,2,71,4,5,4,1,3,0,1,1,3,3,2,2,9,9,9,3,3,2,1,11,111,0,12,1,220715,629935,1,2
2,7600,0,0,0,0,0,0,0,12,12,79,4,5,4,3,3,0,1,1,3,1,1,1,9,9,9,0,0,9,2,24,246,0,16,2,208216,759269,0,2
4,0,0,0,0,65,0,190,0,12,1,6,4,5,6,8,0,3,5,1,3,3,1,1,5,2,9,0,0,9,3,32,323,99,99,1,206678,711777,1,1
2,507,0,0,0,0,0,0,0,12,5,6,4,5,6,7,3,0,1,1,4,3,1,1,9,9,9,0,0,9,2,24,245,99,28,2,215589,762118,0,2
2,3000,1864,0,0,0,0,0,0,61,1,83,4,5,6,2,3,0,1,1,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219819,628299,1,2
1,9600,164,161,12350008,0,0,0,0,11,3,72,4,5,6,5,3,0,1,1,2,3,1,1,6,1,9,0,0,9,3,31,311,0,16,1,206583,749315,1,2
2,3000,4615,0,0,0,0,0,0,61,2,79,4,5,5,1,0,5,1,1,1,3,1,1,9,9,9,1,9,9,1,11,111,0,12,3,222136,632594,0,1
2,1761,0,0,0,0,0,0,0,38,1,82,4,5,5,2,3,0,1,1,2,3,1,1,9,9,9,0,0,9,6,61,611,33,52,2,176412,625793,1,2
2,2600,355,0,0,0,0,0,0,33,7,87,4,5,7,8,0,1,1,1,2,4,1,1,2,2,9,0,0,9,6,62,625,0,15,3,195683,385471,1,2
2,2560,206,0,0,0,0,0,0,34,2,75,4,5,3,1,3,0,1,1,2,3,1,1,9,9,9,4,3,9,6,62,623,0,16,3,219939,574250,1,2
2,4000,1085,0,0,0,0,0,0,11,2,73,4,5,1,1,0,3,1,1,2,3,2,2,9,9,9,1,2,2,3,31,311,0,13,3,200290,747230,1,2
2,531,0,0,0,0,0,0,0,12,8,87,4,5,5,2,2,0,1,1,3,3,1,1,9,9,9,0,0,9,2,24,241,0,26,2,231999,750764,1,2
2,4000,768,0,0,0,0,0,0,11,3,8,4,5,7,5,3,0,1,1,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200823,741648,1,2
4,0,0,0,0,65,0,260,0,12,11,6,4,5,7,8,0,2,5,1,3,3,1,1,6,2,9,0,0,9,3,32,323,99,99,1,212755,714371,0,2
3,0,0,0,0,5714,5803,41,2635,51,1,94,4,5,7,5,2,0,4,1,3,3,1,1,9,9,9,0,0,9,4,12,412,99,99,1,201338,694718,1,2
4,0,0,0,0,85,0,130,0,12,5,95,4,5,2,3,0,2,5,1,4,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,220595,757393,0,2
4,0,0,0,0,1,0,140,0,52,9,90,4,5,7,3,1,0,5,1,5,3,1,1,6,2,9,0,0,9,4,32,432,99,99,1,190775,654145,1,1
4,0,0,0,0,722,0,7,0,14,2,86,4,5,4,2,2,0,4,0,4,3,1,2,9,9,9,0,0,9,2,23,235,99,99,1,210240,729935,1,2
2,2730,0,0,0,0,0,0,0,51,8,81,4,5,3,2,3,0,1,1,2,3,1,1,9,9,9,0,0,9,4,41,412,0,26,2,200789,685696,1,2
2,469,135,0,0,0,0,0,0,52,3,2,4,5,1,8,0,2,1,1,2,3,1,1,1,4,9,0,0,9,4,44,441,99,17,3,183147,641106,1,2
3,0,0,0,0,752,0,6,3732,11,7,5,4,5,2,11,0,2,1,0,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,203248,743292,1,2
4,0,0,0,0,2,0,680,0,12,12,81,4,5,3,2,0,2,7,1,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,192185,714325,0,1
4,0,0,0,0,8533,0,10,0,12,12,77,4,5,5,2,0,3,1,1,4,3,1,1,9,9,9,0,0,9,2,24,245,99,99,1,215640,760751,1,2
4,0,0,0,0,8534,0,0,0,12,10,95,4,5,6,8,1,0,4,1,4,3,1,1,3,4,9,0,0,9,2,24,242,99,99,3,226109,759146,1,2
4,0,0,0,0,3613,0,0,0,38,12,76,4,5,2,2,0,1,1,1,1,3,1,1,9,9,9,0,0,9,6,61,611,99,99,3,175728,621624,1,2
2,510,0,0,0,0,0,0,0,12,11,74,4,5,3,2,0,2,1,1,3,3,1,1,9,9,9,0,0,9,2,24,241,99,27,2,224714,746160,1,0
2,8200,143,0,0,0,0,0,0,12,11,72,4,5,5,1,3,0,1,1,1,3,1,1,9,9,9,3,3,1,3,31,311,0,16,1,207700,749702,1,1
4,0,0,0,0,234,0,10,0,34,3,78,4,5,3,2,2,0,2,1,3,3,1,1,9,9,9,0,0,9,6,22,622,99,99,1,156149,569554,0,1
2,2730,0,0,0,0,0,0,0,51,3,77,4,5,1,2,3,0,1,3,2,3,1,1,9,9,9,0,0,9,4,41,412,0,26,2,200789,685696,1,2
2,1020,202,0,0,0,0,0,0,12,11,1,4,5,4,7,3,0,1,1,2,3,1,1,9,9,9,0,0,9,3,32,324,0,17,1,192547,713655,1,1
2,7900,103,0,0,0,0,0,0,51,2,80,4,5,4,1,0,3,1,1,2,3,1,2,9,9,9,1,3,2,4,42,422,0,13,1,189807,667000,1,2
4,0,0,0,0,6,0,1760,0,12,6,89,4,5,4,9,1,0,8,1,1,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,202153,701129,1,2
2,6500,419,0,0,0,0,0,0,12,4,2,4,5,2,1,0,2,1,1,3,3,1,1,9,9,9,4,3,9,3,32,324,0,15,3,191752,704489,1,2
2,8000,106,0,0,0,0,0,0,12,11,69,4,5,5,1,1,0,0,1,2,3,1,1,9,9,9,3,2,9,2,21,212,0,16,3,247231,763709,1,1
2,9500,115,0,0,0,0,0,0,11,12,77,4,5,2,1,2,0,1,1,2,3,2,2,9,9,9,3,3,2,3,31,311,0,16,1,208573,748906,1,1
2,3000,4339,0,0,0,0,0,0,61,1,69,4,5,3,5,2,0,1,1,2,3,2,1,9,9,9,0,0,9,1,11,111,0,12,3,222621,631553,1,2
4,0,0,0,0,8543,0,0,0,12,7,87,4,5,5,2,2,0,4,1,3,3,1,1,9,9,9,0,0,9,2,43,243,99,99,3,224047,761754,1,2
2,207,0,0,0,0,0,0,0,51,11,70,4,5,6,5,2,0,1,1,1,3,1,1,9,9,9,0,0,9,4,42,421,20,31,2,188307,674992,0,2
4,0,0,0,0,8677,0,20,0,12,1,89,4,5,4,1,3,0,4,1,3,3,1,1,9,9,9,0,0,9,2,21,213,99,99,1,253800,764644,1,2
4,0,0,0,0,65,0,610,0,14,11,70,4,5,5,2,3,0,1,1,5,3,5,2,9,9,9,0,0,9,2,22,222,99,99,1,239452,733259,1,2
2,4000,303,0,0,0,0,0,0,11,1,81,4,5,3,12,0,2,1,1,3,5,9,9,9,9,9,0,0,9,3,31,311,0,13,3,201247,745272,1,2
1,7900,107,221,9430042,0,0,0,0,51,1,81,4,5,5,2,0,2,1,1,2,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189383,666364,1,2
4,0,0,0,0,4404,0,40,0,52,1,72,4,5,2,2,2,0,4,1,3,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,188039,655158,1,2
2,7900,634,0,0,0,0,0,0,51,4,94,4,5,2,8,3,0,1,1,2,3,2,2,5,2,9,0,0,9,4,42,422,0,13,3,190268,664351,1,2
2,5000,1712,0,0,0,0,0,0,20,12,70,4,5,7,1,1,0,1,1,1,3,1,1,9,9,9,1,2,1,5,51,511,0,13,1,176747,662239,1,2
4,0,0,0,0,3,0,2400,0,38,2,93,4,5,7,8,2,0,3,1,3,3,1,1,2,9,9,0,0,9,6,61,611,99,99,1,174639,624294,0,2
2,3000,1868,0,0,0,0,0,0,61,11,87,4,5,5,1,3,0,1,0,2,3,1,1,9,9,9,4,3,9,1,11,111,0,12,3,221370,630554,1,2
2,469,6501,0,0,0,0,0,0,52,8,89,4,5,7,1,3,0,1,1,5,3,1,1,9,9,9,0,0,9,4,44,441,99,17,2,182664,641269,1,1
2,3000,944,0,0,0,0,0,0,61,1,76,4,5,5,5,3,0,1,1,2,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219028,633445,1,2
1,7800,113,106,7870002,0,0,0,0,12,1,81,4,5,4,1,0,3,1,1,2,3,1,1,9,9,9,3,3,1,3,32,324,99,16,1,198027,709098,1,2
4,0,0,0,0,50,0,10,0,61,11,89,4,5,4,4,0,2,4,1,5,5,1,1,9,9,9,0,0,9,7,77,77,99,99,1,220344,637051,1,2
4,0,0,0,0,805,0,110,0,12,8,92,4,5,6,4,3,0,1,1,4,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,226826,752280,1,2
4,0,0,0,0,652,0,40,0,12,9,88,1,5,2,7,0,1,1,1,2,3,1,1,9,9,9,0,0,9,3,32,322,99,99,1,196252,717999,1,2
4,0,0,0,0,375,0,140,0,61,2,70,4,5,3,8,2,0,4,0,3,3,1,1,6,9,9,0,0,9,1,11,111,99,99,1,207465,624992,0,0
4,0,0,0,0,46,0,30,0,51,6,16,4,5,1,5,3,0,4,1,2,3,1,1,9,9,9,0,0,9,4,22,422,99,99,1,192643,657787,0,1
2,7700,302,0,0,0,0,0,0,14,1,71,4,5,3,1,0,2,1,1,4,3,2,2,9,9,9,3,3,1,2,23,234,0,16,1,227289,724199,1,2
4,0,0,0,0,805,0,120,0,12,2,95,4,5,7,3,3,0,1,1,2,3,2,2,9,9,9,0,0,9,2,24,241,99,99,1,227776,751981,1,2
4,0,0,0,0,531,0,60,0,51,2,81,4,5,3,8,0,3,5,1,3,3,1,1,6,9,9,0,0,9,5,51,511,99,99,1,185736,676578,1,2
4,0,0,0,0,672,0,350,0,11,5,86,4,5,6,1,3,0,1,1,2,3,1,1,9,9,9,3,2,2,3,31,311,99,99,1,206594,734982,1,1
4,0,0,0,0,989,0,110,0,12,10,3,3,5,7,2,3,0,1,1,4,3,1,1,9,9,9,0,0,9,2,29,291,99,99,1,271453,796588,1,2
4,0,0,0,0,854,0,180,0,12,4,79,4,5,7,2,2,0,4,1,3,3,1,1,9,9,9,0,0,9,2,24,243,99,99,1,226549,766370,1,2
4,0,0,0,0,90,0,3940,0,14,10,13,2,5,3,2,2,0,4,1,4,3,1,1,9,9,9,0,0,9,2,21,221,99,99,1,252455,725674,1,2
2,4000,6005,0,0,0,0,0,0,11,2,82,4,5,4,7,1,0,1,3,1,3,1,5,9,9,9,0,0,9,3,31,311,0,13,1,198777,744944,1,1
2,2720,0,0,0,0,0,0,0,51,7,82,4,5,6,1,3,0,1,1,2,3,1,1,9,9,9,0,0,9,4,41,412,0,26,2,195837,682257,1,2
2,7100,740,0,0,0,0,0,0,38,10,76,3,5,3,2,0,3,1,1,4,3,1,1,3,1,9,0,0,9,6,61,614,0,14,3,157625,615733,0,2
2,9300,128,0,0,0,0,0,0,12,5,87,4,5,2,5,2,0,1,1,3,4,1,1,9,9,9,0,0,9,3,32,322,99,16,3,195596,719798,1,1
1,8700,214,103,8120001,0,0,0,0,51,2,71,4,5,4,1,3,0,1,1,2,3,2,2,9,9,9,3,3,1,4,42,421,0,15,1,188190,676429,1,2
2,2730,0,0,0,0,0,0,0,51,4,85,4,5,7,1,0,3,1,1,2,3,1,1,9,9,9,3,3,1,4,41,412,0,26,2,200789,685696,1,2
2,3000,4100,0,0,0,0,0,0,61,4,93,4,5,5,2,1,0,1,1,2,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,221976,632572,1,2
2,1139,6508,0,0,0,0,0,0,12,1,77,4,5,5,1,1,0,2,1,4,4,1,1,9,9,9,1,2,1,2,24,242,0,16,2,226709,756426,1,2
4,0,0,0,0,7513,0,100,0,14,1,70,4,5,7,9,2,0,2,0,3,3,5,1,6,2,9,0,0,9,2,23,237,99,99,1,215805,737321,1,0
2,8300,195,0,0,0,0,0,0,52,3,1,4,5,3,2,2,0,1,1,3,3,1,1,9,9,9,0,0,9,4,44,442,0,13,3,178059,653489,1,2
4,0,0,0,0,25,0,1730,0,34,9,81,4,5,7,4,3,0,5,1,3,3,1,1,9,9,9,0,0,9,6,62,623,99,99,1,183417,570528,1,1
2,9000,366,0,0,0,0,0,0,34,4,83,4,5,4,1,0,3,3,1,4,3,1,1,9,9,9,3,2,1,6,62,623,0,13,3,178149,573454,0,0
2,502,0,0,0,0,0,0,0,12,1,96,4,5,3,8,2,0,1,1,3,3,1,1,8,9,9,0,0,9,2,24,243,99,27,2,219740,762238,0,2
2,2800,201,0,0,0,0,0,0,12,1,24,4,5,4,1,3,0,1,0,1,3,1,1,9,9,9,3,3,1,2,21,211,0,16,3,253421,790450,1,2
4,0,0,0,0,89,0,560,0,12,11,79,4,5,1,5,0,1,4,1,4,3,1,1,9,9,9,0,0,9,2,21,212,99,99,1,248833,761389,0,1
4,0,0,0,0,70,0,690,0,12,1,71,4,5,7,3,2,0,4,1,3,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,215490,760255,1,2
2,6600,942,0,0,0,0,0,0,20,4,79,4,5,7,1,0,3,1,1,2,3,1,1,9,9,9,1,2,1,5,51,513,0,14,3,180477,656921,1,2
2,6000,0,0,0,0,0,0,0,12,6,92,4,5,7,1,0,3,1,1,3,3,1,1,9,9,9,3,2,2,3,32,324,0,26,2,204157,702852,1,1
3,0,0,0,0,65,6517,281,4031,12,2,96,4,5,5,1,0,2,5,1,3,3,2,2,9,9,9,1,4,2,3,32,323,99,99,1,214209,715575,1,1
4,0,0,0,0,38,0,250,0,61,2,24,4,5,4,3,0,3,5,0,3,3,1,1,9,9,9,0,0,9,1,12,112,99,99,1,201409,633045,1,1
1,638,0,0,0,0,0,0,0,51,1,83,4,5,1,2,3,0,1,1,2,3,2,2,9,9,9,0,0,9,4,41,412,0,26,2,198047,688325,1,1
2,634,244,0,0,0,0,0,0,51,6,90,4,5,6,5,1,0,1,1,2,3,1,1,9,9,9,0,0,9,4,42,422,0,26,3,196714,668657,1,1
2,9500,208,0,0,0,0,0,0,12,2,14,4,5,7,11,3,0,1,0,4,3,2,2,9,9,9,0,0,9,3,31,311,0,16,1,209472,751786,1,2
2,8500,0,0,0,0,0,0,0,52,4,93,4,5,5,2,0,2,1,1,3,3,1,1,9,9,9,0,0,9,4,43,432,0,15,2,187525,648391,1,2
2,4000,314,0,0,0,0,0,0,11,3,15,4,5,6,8,3,0,1,1,1,3,1,1,8,1,9,0,0,9,3,31,311,0,13,1,200538,746668,1,2
1,7100,653,0,0,0,0,0,0,38,1,4,4,5,3,2,0,2,5,1,5,3,1,1,3,1,9,0,0,9,6,61,614,0,14,3,159893,618922,1,2
2,9700,107,0,0,0,0,0,0,51,10,70,4,5,3,4,1,0,1,1,1,3,1,1,9,9,9,0,0,9,4,42,421,0,15,1,190071,673868,1,2
1,4000,1084,662,14220421,0,0,0,0,11,2,81,4,5,5,5,1,0,2,1,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200608,744004,0,2
1,9000,844,102,290021,0,0,0,0,34,4,85,4,5,3,2,3,0,1,1,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,1,181764,572587,1,2
2,7900,127,0,0,0,0,0,0,51,2,91,4,5,7,4,2,0,1,1,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189348,666725,1,2
2,3000,5230,0,0,0,0,0,0,61,8,85,4,5,6,1,3,0,1,1,1,4,1,1,9,9,7,8,0,9,1,11,111,0,12,3,222350,627348,1,1
4,0,0,0,0,65,0,220,0,12,4,85,4,5,6,4,0,2,5,1,3,3,1,1,9,9,9,0,0,9,3,32,323,99,99,1,209498,712484,1,2
2,7900,118,0,0,0,0,0,0,51,6,83,2,5,7,3,0,3,1,1,2,3,1,1,9,9,9,0,0,9,4,42,422,0,13,3,189115,666728,1,2
4,0,0,0,0,6,0,650,0,52,12,79,4,5,5,4,0,2,5,1,3,3,1,1,9,9,9,0,0,9,6,12,612,99,99,1,178882,599452,1,2
4,0,0,0,0,65,0,220,0,12,8,25,4,5,5,3,0,2,5,1,3,3,1,1,9,9,9,0,0,9,3,32,323,99,99,1,209498,712484,0,2
4,0,0,0,0,65,0,370,0,14,8,87,4,5,2,3,0,2,5,1,4,3,1,1,9,9,9,0,0,9,2,34,234,99,99,1,220821,720989,0,2
4,0,0,0,0,6,0,1910,0,12,11,72,4,5,7,3,0,2,7,1,3,3,1,1,9,9,9,0,0,9,3,23,323,99,99,1,202732,715339,0,2
4,0,0,0,0,85,0,200,0,12,1,3,4,5,6,3,1,0,4,1,3,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,227288,758879,0,2
4,0,0,0,0,6,0,1320,0,51,12,21,4,5,3,3,1,0,7,1,4,3,1,1,9,9,9,0,0,9,4,22,422,99,99,1,195984,659945,1,2
1,3000,426,0,0,0,0,0,0,61,4,6,4,5,5,2,0,1,1,1,4,4,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220620,632068,1,2
4,0,0,0,0,574,0,100,0,12,9,89,4,5,5,4,3,0,1,1,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,204850,700759,0,2
2,6500,552,0,0,0,0,0,0,12,12,73,4,5,3,1,3,0,1,1,2,3,1,1,9,9,9,3,3,1,3,32,324,0,15,3,189781,705040,1,2
2,1327,0,0,0,0,0,0,0,12,1,91,4,5,4,5,3,0,1,1,2,3,1,1,9,9,9,0,0,9,3,32,323,99,27,2,214885,717511,1,2
2,3000,4275,0,0,0,0,0,0,61,6,83,4,5,1,1,3,0,1,1,2,3,1,1,9,9,9,4,3,9,1,11,111,0,12,3,222106,632244,1,2
4,0,0,0,0,293,0,0,0,34,12,71,4,5,3,2,3,0,5,1,3,3,1,1,9,9,9,0,0,9,6,62,621,99,99,3,169465,593876,1,2
2,473,0,0,0,0,0,0,0,12,1,73,4,5,2,3,3,0,1,1,1,3,1,1,9,9,9,0,0,9,2,24,245,99,27,2,216069,762901,1,2
2,531,0,0,0,0,0,0,0,12,7,81,4,5,6,2,3,0,4,1,2,3,1,1,9,9,9,0,0,9,2,24,241,0,26,2,231999,750764,0,2
2,9000,616,0,0,0,0,0,0,34,4,81,3,5,2,3,0,3,3,1,4,3,1,1,9,9,9,0,0,9,6,62,623,0,13,3,184070,570362,1,2
4,0,0,0,0,1,0,680,0,61,9,91,4,5,3,3,1,0,3,1,2,3,1,1,9,9,9,0,0,9,1,11,111,99,99,1,224457,633992,0,0
4,0,0,0,0,7626,0,40,0,14,12,85,4,5,6,2,3,0,1,1,3,3,2,1,9,9,9,0,0,9,2,23,237,99,99,1,221576,737207,1,2
2,1068,0,0,0,0,0,0,0,12,8,81,4,5,7,8,2,0,2,1,2,3,1,1,8,9,9,0,0,9,2,24,244,4,33,2,219979,776014,0,2
4,0,0,0,0,431,0,120,0,52,12,69,4,5,6,8,0,2,7,1,5,3,1,1,8,2,9,0,0,9,4,44,442,99,99,1,179307,651414,1,1
4,0,0,0,0,85,0,10,0,12,9,81,4,5,5,9,0,2,5,2,4,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,209008,758497,1,2
4,0,0,0,0,4,0,1780,0,12,12,68,4,5,6,2,3,0,2,1,3,3,1,1,9,9,9,0,0,9,3,32,321,99,99,1,195555,722557,1,2
4,0,0,0,0,70,0,510,0,12,6,86,4,5,6,3,3,0,6,1,4,3,1,1,9,9,9,0,0,9,3,11,311,99,99,1,213561,744297,1,2
4,0,0,0,0,70,0,740,0,12,1,91,4,5,3,2,3,0,4,1,1,3,1,1,9,9,9,0,0,9,2,45,245,99,99,1,214444,764617,1,2
2,5000,2215,0,0,0,0,0,0,20,4,8,4,5,3,1,0,3,1,1,0,3,2,2,9,9,6,8,0,9,5,51,511,0,13,1,178507,662599,1,1
3,0,0,0,0,31,0,320,3950,34,3,72,4,5,2,5,2,0,5,1,2,3,1,1,9,9,9,0,0,9,6,23,623,99,99,1,203379,574455,0,1
2,654,0,0,0,0,0,0,0,12,12,81,4,5,1,2,3,0,1,1,3,4,1,1,9,9,9,0,0,9,3,32,323,99,27,2,205073,712383,1,2
2,4000,199,0,0,0,0,0,0,11,12,19,4,5,6,5,3,0,1,1,3,3,2,2,9,9,9,0,0,9,3,31,311,0,13,3,206080,746835,0,2
4,0,0,0,0,444,0,410,0,51,5,87,4,5,7,15,3,0,4,1,3,3,1,1,9,9,9,0,0,9,4,41,412,99,99,1,200301,685723,0,2
4,0,0,0,0,20,0,340,0,51,7,84,4,5,3,4,0,3,5,1,2,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,184295,681247,0,1
1,6700,457,275,8060001,0,0,0,0,12,9,13,4,5,6,5,0,3,5,1,3,3,1,1,9,9,9,0,0,9,2,22,221,0,16,1,248644,744026,1,2
