SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,T,HUMRAT_TEUNA
2,7900,603,0,0,0,0,0,0,51,1,80,4,5,7,1,0,3,1,1,2,3,1,1,9,9,9,3,3,2,4,42,422,0,13,1,190571,665139,1,2
4,0,0,0,0,258,0,20,0,34,10,7,4,5,1,3,2,0,4,1,3,3,1,1,9,9,9,0,0,9,6,26,626,99,99,1,219402,552104,1,0
1,7900,107,221,9430042,0,0,0,0,51,2,23,4,5,4,1,0,3,1,1,3,3,2,2,9,9,9,3,4,9,4,42,422,0,13,1,189383,666364,1,2
4,0,0,0,0,4,0,1300,0,51,3,85,4,5,3,5,0,2,4,1,3,3,1,1,9,9,9,0,0,9,4,42,421,99,99,1,189650,676061,1,2
4,0,0,0,0,483,0,10,0,51,9,83,4,5,2,1,0,2,5,1,3,4,1,1,9,9,9,1,2,1,4,42,422,99,99,1,191846,667154,1,1
4,0,0,0,0,444,0,397,0,51,6,9,4,5,7,8,3,0,4,1,3,3,1,1,8,2,9,0,0,9,4,41,412,99,99,1,199689,684452,0,0
4,0,0,0,0,75,0,450,0,11,11,82,4,5,4,10,1,0,5,1,4,3,1,1,3,1,9,0,0,9,3,31,311,99,99,1,205682,741517,1,2
4,0,0,0,0,60,0,840,0,61,12,6,4,5,6,2,2,0,2,0,3,3,1,1,9,9,9,0,0,9,1,11,111,99,99,1,218514,625974,1,1
1,7900,236,233,9500041,0,0,0,0,51,8,90,4,5,4,5,3,0,1,1,2,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189545,666342,1,1
2,6700,103,0,0,0,0,0,0,12,1,75,4,5,5,2,3,0,1,1,3,3,1,1,9,9,9,0,0,9,2,22,221,0,16,1,249618,745055,1,2
2,473,0,0,0,0,0,0,0,12,2,92,4,5,7,3,3,0,1,1,3,3,2,2,9,9,9,0,0,9,2,24,245,99,27,2,216069,762901,1,2
4,0,0,0,0,264,0,2030,0,34,6,7,4,5,4,8,3,0,5,1,3,4,1,1,6,2,9,0,0,9,6,62,623,99,99,1,174943,590092,0,1
2,382,0,0,0,0,0,0,0,51,7,89,4,5,6,5,0,1,1,1,1,3,1,1,9,9,9,0,0,9,4,41,411,16,31,2,188339,701459,1,2
1,7000,551,504,570006,0,0,0,0,52,11,71,4,5,4,4,3,0,1,1,2,3,1,1,9,9,9,0,0,9,4,43,432,0,15,1,189123,650641,0,2
2,628,0,0,0,0,0,0,0,12,6,4,4,5,6,4,3,0,1,1,3,3,1,1,9,9,9,0,0,9,3,32,324,99,27,2,203578,700635,1,2
1,5000,1571,0,0,0,0,0,0,20,7,93,4,5,7,4,3,0,1,1,0,3,1,1,9,9,9,0,0,9,5,51,511,0,13,3,180605,664483,1,2
2,8800,0,0,0,0,0,0,0,12,2,80,4,5,6,3,3,0,1,1,2,3,1,1,9,9,9,0,0,9,2,24,241,0,26,2,216414,745705,1,2
4,0,0,0,0,44,0,160,0,52,2,83,4,5,7,5,3,0,4,1,3,3,1,1,9,9,9,0,0,9,4,32,432,99,99,1,190204,640973,0,0
2,7000,702,0,0,0,0,0,0,52,10,80,4,5,7,1,0,2,1,1,3,3,1,1,9,9,9,4,3,9,4,43,432,0,15,3,188895,652007,1,2
2,7400,138,0,0,0,0,0,0,51,7,94,4,5,5,7,0,3,1,1,3,3,1,1,2,2,9,0,0,9,4,41,411,0,13,1,187554,693629,0,1
4,0,0,0,0,2,0,560,0,12,10,89,1,5,2,3,0,2,7,1,4,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,189527,703276,1,2
2,2600,115,0,0,0,0,0,0,33,5,16,4,5,7,8,1,0,1,1,1,3,1,1,2,4,9,0,0,9,6,62,625,0,15,3,197373,389466,1,2
2,6000,0,0,0,0,0,0,0,12,6,16,4,5,5,8,3,0,1,1,2,4,1,1,5,1,9,0,0,9,3,32,324,0,26,2,204157,702852,1,2
4,0,0,0,0,20,0,0,0,52,11,73,4,5,4,1,0,1,7,1,3,3,1,1,9,9,9,4,9,9,5,51,511,99,99,3,181068,665431,1,0
2,70,580,0,0,0,0,0,0,38,10,89,3,5,6,1,0,2,3,1,5,4,1,1,9,9,9,0,0,9,6,61,613,0,13,3,166875,632632,1,2
4,0,0,0,0,60,0,180,0,34,2,70,4,5,1,2,0,3,1,1,2,3,1,1,9,9,9,0,0,9,6,62,623,99,99,1,193703,583667,1,2
2,1139,174,0,0,0,0,0,0,12,10,81,2,5,3,1,3,0,1,1,2,3,1,1,9,9,1,8,0,9,2,24,242,0,16,3,228512,757472,1,1
4,0,0,0,0,781,0,140,0,12,10,91,2,5,1,2,3,0,1,1,3,3,9,1,9,9,9,0,0,9,2,24,241,99,99,1,218140,748582,0,2
2,5000,1439,0,0,0,0,0,0,20,1,14,4,5,6,1,0,3,1,1,3,3,1,1,9,9,7,0,0,9,5,51,511,0,13,1,177695,663522,1,2
2,3000,4837,0,0,0,0,0,0,61,11,75,4,5,4,11,3,0,1,1,4,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,222636,637079,1,0
2,9600,179,0,0,0,0,0,0,11,4,86,4,5,3,3,1,0,1,1,1,3,1,1,9,9,9,0,0,9,3,31,311,0,16,1,205834,749309,1,2
4,0,0,0,0,784,0,240,0,12,1,73,4,5,5,8,3,0,4,1,4,3,1,1,6,5,9,0,0,9,2,24,242,99,99,1,225864,756561,1,2
1,1139,294,288,360002,0,0,0,0,12,2,69,4,5,1,1,1,0,1,1,2,3,1,1,9,9,9,3,1,1,2,24,242,0,16,1,227374,757578,1,2
2,8700,204,0,0,0,0,0,0,51,1,79,4,5,3,2,3,0,1,1,5,3,1,1,9,9,9,0,0,9,4,42,421,0,15,3,187491,677722,1,2
4,0,0,0,0,79,0,130,0,12,7,90,4,5,7,4,0,2,5,1,5,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,219153,743610,1,2
4,0,0,0,0,44,0,230,0,52,5,18,4,5,4,8,0,3,5,1,0,3,1,1,8,9,9,0,0,9,4,43,432,99,99,1,189267,647633,1,1
2,490,0,0,0,0,0,0,0,12,9,94,4,5,4,5,3,0,1,1,2,1,1,1,9,9,9,0,0,9,2,24,242,99,27,2,225415,760089,1,2
4,0,0,0,0,8721,0,60,0,12,6,89,4,5,5,8,3,0,1,1,2,3,1,1,1,2,9,0,0,9,2,24,243,99,99,1,219224,764302,0,2
2,8800,0,0,0,0,0,0,0,12,2,83,4,5,1,15,3,0,1,1,3,3,1,1,9,9,9,0,0,9,2,24,241,0,26,2,216414,745705,1,2
1,4000,2678,0,0,0,0,0,0,11,8,90,4,5,6,2,3,0,1,1,2,3,1,1,9,9,9,0,0,9,3,31,311,0,13,3,197434,743196,1,2
4,0,0,0,0,672,0,220,0,14,5,91,4,5,7,2,2,0,2,1,4,3,1,1,9,9,9,0,0,9,2,23,235,99,99,1,207307,726545,1,2
1,7600,507,510,200006,0,0,0,0,12,1,75,4,5,4,1,3,0,1,1,2,3,2,2,9,9,9,3,1,1,2,24,246,0,16,1,207147,759090,1,2
4,0,0,0,0,6,0,1450,0,51,9,86,4,5,7,8,0,2,4,1,4,3,1,1,6,2,9,0,0,9,4,21,421,99,99,1,196253,671746,1,2
2,654,0,0,0,0,0,0,0,12,5,87,1,5,5,2,0,1,1,1,2,3,1,1,9,9,9,0,0,9,3,32,323,99,27,2,205073,712383,1,2
2,4000,191,0,0,0,0,0,0,11,1,17,4,5,6,4,0,2,1,1,2,3,1,1,9,9,9,0,0,9,3,31,311,0,13,3,202573,744291,1,0
1,8300,237,301,8000008,0,0,0,0,52,5,7,4,5,2,2,3,0,1,1,2,3,1,1,9,9,9,0,0,9,4,44,442,0,13,1,181036,652402,1,2
3,0,0,0,0,65,77,705,1147,12,2,22,4,5,1,1,0,2,5,1,5,3,2,2,9,9,9,1,4,2,2,22,222,99,99,1,238531,742270,1,2
2,31,257,0,0,0,0,0,0,34,10,78,4,5,6,1,3,0,1,1,3,3,1,9,9,9,9,3,2,1,6,62,622,0,16,3,163070,580127,1,1
4,0,0,0,0,672,0,220,0,14,12,89,4,5,4,2,3,0,4,1,3,3,1,1,9,9,9,0,0,9,2,23,235,99,99,1,207307,726545,1,2
1,7900,216,214,9490041,0,0,0,0,51,1,89,4,5,4,2,1,0,1,1,2,3,1,2,9,9,9,0,0,9,4,42,422,0,13,1,189058,666104,1,2
4,0,0,0,0,99,0,40,0,12,12,83,4,5,4,2,2,0,4,1,3,3,1,1,9,9,9,0,0,9,2,11,211,99,99,1,257752,792158,1,2
4,0,0,0,0,444,0,390,0,51,4,79,2,5,5,5,3,0,1,1,3,3,1,2,9,9,9,0,0,9,4,41,412,99,99,1,199601,683812,1,2
2,1292,0,0,0,0,0,0,0,12,1,81,4,5,5,8,3,0,1,1,3,4,1,2,6,1,9,0,0,9,2,24,246,99,26,2,214092,759331,1,2
4,0,0,0,0,1,0,280,0,52,4,9,4,5,7,3,0,2,5,1,3,3,1,1,9,9,9,0,0,9,4,43,431,99,99,1,195743,642770,1,2
3,0,0,0,0,7260,7264,0,10463,14,7,88,4,5,6,2,2,0,4,1,3,3,1,1,9,9,9,0,0,9,2,23,234,99,99,1,233144,727823,0,2
4,0,0,0,0,70,0,660,0,12,7,96,4,5,6,3,0,2,4,1,4,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,215967,757243,1,2
4,0,0,0,0,4,0,870,0,52,10,4,4,5,2,9,0,2,6,0,2,1,1,1,9,9,9,0,0,9,4,41,441,99,99,1,172668,639031,1,1
2,1031,9991,0,0,0,0,0,0,38,5,91,4,5,5,1,1,0,1,1,2,3,1,1,9,9,9,3,3,1,6,61,614,0,16,2,161485,604137,1,1
4,0,0,0,0,71,0,380,0,14,9,83,4,5,2,2,2,0,4,1,4,3,1,1,9,9,9,0,0,9,2,23,231,99,99,1,245379,714307,1,2
4,0,0,0,0,70,0,800,0,12,10,3,1,5,2,9,3,0,4,1,4,4,1,1,9,9,9,0,0,9,2,45,245,99,99,1,213786,770347,0,2
2,654,0,0,0,0,0,0,0,12,8,91,4,5,5,2,3,0,1,1,0,1,1,1,9,9,9,0,0,9,3,32,323,99,27,2,205073,712383,1,2
1,5000,236,225,17130213,0,0,0,0,20,2,73,4,5,5,1,1,0,1,1,3,3,2,2,9,9,9,3,4,1,5,51,511,0,13,1,182843,668684,1,2
4,0,0,0,0,85,0,190,0,12,1,93,4,5,5,3,0,3,5,1,5,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,226298,758591,1,2
2,7400,139,0,0,0,0,0,0,51,1,83,4,5,4,1,0,2,1,1,2,3,1,1,9,9,9,4,3,9,4,41,411,0,13,1,187202,692855,1,2
1,70,302,189,7910013,0,0,0,0,38,1,76,4,5,5,1,0,3,1,1,2,3,2,2,9,9,9,3,3,1,6,61,613,0,13,1,166192,633660,0,2
4,0,0,0,0,65,0,290,0,12,3,81,4,5,5,10,0,2,5,1,3,3,1,1,9,9,9,0,0,9,3,32,323,99,99,1,214876,716313,1,2
4,0,0,0,0,65,0,690,0,12,3,75,4,5,1,2,3,0,4,1,4,3,1,1,9,9,9,0,0,9,2,22,222,99,99,1,238751,740764,1,2
2,2710,0,0,0,0,0,0,0,12,10,82,4,5,5,15,2,0,1,3,0,3,1,1,9,9,9,0,0,9,3,32,323,0,25,2,214510,713989,1,1
2,2400,240,0,0,0,0,0,0,20,1,73,4,5,4,11,0,2,1,1,1,3,2,2,9,9,9,0,0,9,5,51,512,0,16,1,186908,659682,1,2
2,6500,202,0,0,0,0,0,0,12,4,93,4,5,2,4,3,0,1,1,3,3,2,2,9,9,9,0,0,9,3,32,324,0,15,1,193378,704981,1,2
4,0,0,0,0,241,0,210,0,34,5,9,4,5,5,2,0,3,5,1,4,3,1,1,9,9,9,0,0,9,6,62,622,99,99,1,166784,582858,1,2
3,0,0,0,0,40,0,2821,753,52,6,22,4,5,6,1,3,0,1,1,2,3,1,1,9,9,5,8,0,9,4,32,432,99,99,1,191323,656905,0,2
4,0,0,0,0,412,0,40,0,52,9,24,4,5,6,1,0,3,1,1,4,3,1,1,9,9,9,4,2,9,4,44,442,99,99,1,181013,647772,1,1
2,522,0,0,0,0,0,0,0,12,11,79,4,5,3,5,3,0,1,1,3,3,1,1,9,9,9,0,0,9,2,24,242,99,27,2,229979,760013,1,2
4,0,0,0,0,22,0,80,0,11,11,73,4,5,5,3,1,0,3,1,2,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208308,746327,1,2
2,1139,152,0,0,0,0,0,0,12,2,75,4,5,1,4,3,0,1,1,3,3,1,1,9,9,9,0,0,9,2,24,242,0,16,3,230719,759139,1,2
4,0,0,0,0,89,0,10,0,12,2,89,4,5,1,10,2,0,1,1,3,1,2,2,9,9,9,0,0,9,2,24,245,99,99,1,210789,768195,1,1
4,0,0,0,0,444,0,390,0,51,5,77,4,5,7,4,0,5,2,1,3,1,1,1,9,9,9,0,0,9,4,41,412,99,99,1,199601,683812,1,1
4,0,0,0,0,5,0,20,0,20,1,2,4,5,7,3,1,0,6,1,3,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,183211,671748,1,2
2,483,0,0,0,0,0,0,0,12,2,85,4,5,7,2,3,0,1,1,3,3,2,2,9,9,9,0,0,9,2,24,242,99,28,2,225898,759346,1,2
1,70,189,302,7910013,0,0,0,0,38,10,75,4,5,7,2,0,2,1,1,3,3,1,1,9,9,9,0,0,9,6,61,613,0,13,1,166192,633660,1,2
2,8600,1838,0,0,0,0,0,0,20,2,75,4,5,3,2,3,0,1,1,2,3,1,2,9,9,9,0,0,9,5,51,512,0,14,3,182977,662925,1,2
4,0,0,0,0,1,0,280,0,52,3,94,4,5,3,8,0,2,7,1,3,3,1,1,6,2,9,0,0,9,4,43,431,99,99,1,195743,642770,1,2
1,70,213,212,190007,0,0,0,0,38,1,73,4,5,4,1,0,3,1,1,4,3,1,2,9,9,9,3,3,1,6,61,613,0,13,1,167603,634969,1,1
4,0,0,0,0,444,0,400,0,51,3,71,4,5,6,2,2,0,4,1,2,4,1,1,9,9,9,0,0,9,4,41,412,99,99,1,199800,684709,1,2
4,0,0,0,0,806,0,80,0,12,11,77,4,5,6,2,3,0,1,1,4,3,1,1,9,9,9,0,0,9,2,22,222,99,99,1,238655,754249,1,2
2,7100,740,0,0,0,0,0,0,38,8,86,4,5,7,2,0,3,3,1,3,3,1,1,9,9,9,0,0,9,6,61,614,0,14,3,157625,615733,0,2
2,4000,242,0,0,0,0,0,0,11,3,83,4,5,4,3,3,0,2,1,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,3,205848,747836,1,2
1,7400,996,350,9900314,0,0,0,0,51,3,5,4,5,6,5,0,3,1,1,3,3,2,2,9,9,9,0,0,9,4,41,411,0,13,1,185610,687838,1,2
1,7100,641,632,8230008,0,0,0,0,38,2,80,4,5,4,1,0,3,1,1,2,3,2,2,9,9,9,3,3,1,6,61,614,0,14,1,158615,618306,1,1
4,0,0,0,0,65,0,120,0,12,6,1,4,5,1,9,0,2,5,1,2,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,200661,708407,1,2
2,634,152,0,0,0,0,0,0,51,3,78,4,5,5,1,3,0,1,1,5,1,1,1,9,9,9,3,2,2,4,42,422,0,26,1,198222,668839,1,1
4,0,0,0,0,7705,0,33,0,11,4,95,4,5,7,8,2,0,1,0,2,3,1,1,6,1,9,0,0,9,3,11,311,99,99,1,214153,741565,0,2
4,0,0,0,0,79,0,110,0,12,1,91,4,5,5,4,1,0,5,1,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,217280,744023,1,2
2,1020,105,0,0,0,0,0,0,12,5,89,4,5,7,1,0,2,1,1,2,3,1,1,9,9,9,3,3,2,3,32,324,0,17,1,192678,713030,1,2
2,7100,451,0,0,0,0,0,0,38,3,84,2,5,4,2,0,3,1,1,5,3,1,1,9,9,9,0,0,9,6,61,614,0,14,1,160675,619828,1,2
4,0,0,0,0,40,0,2730,0,52,8,85,4,5,7,4,0,2,5,1,3,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,189742,648701,1,2
2,4000,602,0,0,0,0,0,0,11,3,95,4,5,6,8,1,0,1,1,2,3,1,1,6,2,9,0,0,9,3,31,311,0,13,3,200961,741737,1,2
2,473,0,0,0,0,0,0,0,12,9,10,4,5,2,2,3,0,4,1,3,1,1,2,9,9,9,0,0,9,2,24,245,99,27,2,216069,762901,1,2
3,0,0,0,0,31,40,29,541,34,3,90,4,5,4,2,3,0,5,1,3,3,1,1,9,9,9,0,0,9,6,23,623,99,99,1,180394,586802,1,1
2,627,0,0,0,0,0,0,0,51,6,3,4,5,3,3,0,3,5,1,3,3,1,1,9,9,9,0,0,9,4,42,421,99,28,2,195732,673206,1,2
4,0,0,0,0,4,0,2280,0,12,3,83,1,5,5,3,0,2,5,1,5,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,208985,756000,1,2
3,0,0,0,0,70,85,661,1227,12,8,23,4,5,6,2,3,0,4,1,1,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,215919,757449,1,2
3,0,0,0,0,70,85,661,1227,12,2,77,4,5,1,4,3,0,5,1,5,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,215919,757449,0,2
4,0,0,0,0,6,0,770,0,38,3,87,4,5,6,3,0,3,5,1,3,3,1,1,9,9,9,0,0,9,6,12,612,99,99,1,181998,610843,0,0
4,0,0,0,0,886,0,440,0,12,11,71,4,5,3,2,2,0,4,1,4,3,1,1,9,9,9,0,0,9,2,12,212,99,99,1,244839,769779,1,2
1,6000,0,0,0,0,0,0,0,12,7,87,4,5,2,5,3,0,1,1,3,3,1,1,9,9,9,0,0,9,3,32,324,0,26,2,204157,702852,0,2
2,7000,0,0,0,0,0,0,0,52,7,89,4,5,1,11,0,2,1,1,3,4,1,1,2,2,9,0,0,9,4,43,432,0,15,2,189536,650977,1,2
2,6500,679,0,0,0,0,0,0,12,12,73,4,5,5,1,3,0,1,1,2,3,2,2,9,9,9,3,2,2,3,32,324,0,15,3,190796,706552,1,1
2,7100,561,0,0,0,0,0,0,38,11,81,4,5,1,1,0,3,0,1,4,3,1,1,9,9,9,3,2,2,6,61,614,0,14,1,159221,618372,1,0
3,0,0,0,0,89,899,350,1461,12,11,78,4,5,6,5,2,0,4,1,4,3,1,1,9,9,9,0,0,9,2,21,212,99,99,1,237803,770233,1,2
1,2200,275,111,7800007,0,0,0,0,34,2,73,4,5,7,1,1,0,1,1,2,3,1,1,9,9,9,3,3,2,6,62,626,0,16,1,202997,552530,1,2
4,0,0,0,0,41,0,30,0,38,4,3,4,5,4,8,0,2,5,1,3,3,1,1,6,9,9,0,0,9,6,61,613,99,99,1,170050,637451,0,1
2,7700,328,0,0,0,0,0,0,14,12,73,4,5,5,1,2,0,2,1,2,3,1,2,9,9,9,3,3,1,2,23,234,0,16,3,229266,725007,1,2
2,2720,121,0,0,0,0,0,0,51,8,85,4,5,7,2,3,0,1,1,2,3,1,1,9,9,9,0,0,9,4,41,412,0,26,3,195972,681473,1,2
2,3000,117,0,0,0,0,0,0,61,3,95,4,5,7,11,3,0,1,1,2,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,221254,633150,1,2
4,0,0,0,0,35,0,90,0,38,9,85,4,5,1,5,0,1,1,1,2,3,1,1,9,9,9,0,0,9,6,11,611,99,99,1,170982,617269,1,2
1,7900,228,213,9220033,0,0,0,0,51,1,75,4,5,1,1,1,0,1,1,2,3,2,2,9,9,9,3,3,9,4,42,422,0,13,1,189670,665840,1,1
2,654,0,0,0,0,0,0,0,12,12,75,4,5,2,8,0,2,1,1,2,3,1,1,6,1,9,0,0,9,3,32,323,99,27,2,205073,712383,1,2
2,3000,808,0,0,0,0,0,0,61,1,8,4,5,6,2,1,0,1,1,2,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220353,631072,1,2
4,0,0,0,0,65,0,220,0,12,1,75,4,5,5,19,0,2,5,1,3,5,1,1,9,9,9,0,0,9,3,32,323,99,99,1,209498,712484,1,1
4,0,0,0,0,85,0,230,0,12,11,93,4,5,6,2,0,2,4,1,3,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,230046,759190,1,2
2,5000,1103,0,0,0,0,0,0,20,3,77,4,5,5,1,3,0,1,1,2,3,2,2,9,9,9,1,2,2,5,51,511,0,13,1,178642,663403,1,2
1,9000,837,811,15400023,0,0,0,0,34,2,76,4,5,5,2,0,2,2,1,4,3,2,2,9,9,9,0,0,9,6,62,623,0,13,1,180686,572920,1,2
2,504,0,0,0,0,0,0,0,12,9,11,4,5,7,8,1,0,1,1,1,3,1,1,2,9,9,0,0,9,2,24,241,99,27,2,219865,752779,1,2
4,0,0,0,0,79,0,0,0,12,7,1,4,5,4,5,0,2,1,1,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,3,219387,742827,1,2
2,3000,454,0,0,0,0,0,0,61,7,87,4,5,2,3,0,2,1,1,4,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,221357,631664,1,2
4,0,0,0,0,4,0,2390,0,12,11,77,4,5,1,3,1,0,2,1,2,3,1,1,9,9,9,0,0,9,2,24,245,99,99,1,209462,766785,1,2
3,0,0,0,0,79,784,174,1381,12,1,73,4,5,6,4,3,0,5,1,5,3,1,1,9,9,9,0,0,9,2,37,237,99,99,1,222023,740724,1,2
1,3000,4534,0,0,0,0,0,0,61,2,93,4,5,6,5,2,0,5,1,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,2,220936,632247,1,2
2,6500,104,0,0,0,0,0,0,12,1,81,4,5,3,2,3,0,1,1,2,3,1,1,9,9,9,0,0,9,3,32,324,0,15,3,193754,705171,1,2
4,0,0,0,0,85,0,260,0,12,10,76,4,5,5,2,3,0,3,0,0,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,232805,759852,1,2
4,0,0,0,0,1,0,660,0,61,12,74,4,5,1,10,0,2,3,1,0,2,1,1,9,9,9,0,0,9,1,11,111,99,99,1,223190,634771,0,2
3,0,0,0,0,9779,9888,43,2778,12,3,23,4,5,3,2,2,0,4,1,3,3,4,2,9,9,9,0,0,9,2,11,211,99,99,1,256747,788479,1,2
4,0,0,0,0,75,0,410,0,11,10,96,4,5,3,8,0,2,5,1,4,3,1,1,6,2,9,0,0,9,3,31,311,99,99,1,208146,738165,0,2
2,638,0,0,0,0,0,0,0,51,2,75,4,5,6,3,3,0,1,1,2,3,2,2,9,9,9,0,0,9,4,41,412,0,26,2,198047,688325,0,2
2,9000,102,0,0,0,0,0,0,34,3,78,4,5,1,2,3,0,1,1,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,3,181952,572608,1,2
2,3000,1237,0,0,0,0,0,0,61,12,83,4,5,2,5,3,0,1,1,2,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,217076,629296,1,2
4,0,0,0,0,652,0,130,0,12,12,3,4,5,5,8,3,0,1,1,3,3,1,1,1,2,9,0,0,9,3,32,324,99,99,1,197449,710250,1,1
2,3000,4534,0,0,0,0,0,0,61,10,80,3,5,4,5,2,0,1,1,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220474,640644,1,2
1,7100,1115,653,9930002,0,0,0,0,38,4,92,4,5,5,2,0,2,3,1,5,3,1,1,9,9,9,0,0,9,6,61,614,0,14,1,159609,618947,1,2
2,5000,426,0,0,0,0,0,0,20,4,9,3,5,2,2,1,0,1,0,1,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179488,666453,0,2
4,0,0,0,0,1,0,510,0,61,2,81,4,5,7,3,0,5,4,1,3,3,1,1,9,9,9,0,0,9,1,11,111,99,99,1,213636,633959,1,2
2,7100,960,0,0,0,0,0,0,38,11,83,4,5,5,4,0,1,3,1,2,3,1,1,9,9,9,0,0,9,6,61,614,0,14,3,157337,616811,1,2
4,0,0,0,0,70,0,590,0,12,9,94,1,5,2,4,3,0,5,1,5,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,216160,751400,1,2
4,0,0,0,0,4,0,1780,0,12,10,87,1,5,3,1,0,2,5,1,3,3,1,1,9,9,6,8,0,9,3,32,321,99,99,1,195555,722557,1,1
2,494,0,0,0,0,0,0,0,11,5,83,4,5,1,8,3,0,1,1,3,3,1,1,5,2,9,0,0,9,3,31,311,99,27,2,205067,733243,1,1
4,0,0,0,0,232,0,580,0,38,11,81,4,5,3,2,0,1,4,1,2,3,1,1,9,9,9,0,0,9,6,61,614,99,99,1,161951,602972,1,2
2,2100,449,0,0,0,0,0,0,11,7,11,4,5,5,5,1,0,1,1,2,3,1,1,9,9,9,0,0,9,3,31,311,0,16,1,197713,740103,1,2
2,2710,0,0,0,0,0,0,0,12,2,84,4,5,6,11,0,1,1,1,2,3,2,2,9,9,9,0,0,9,3,32,323,0,25,2,214510,713989,1,2
4,0,0,0,0,9,0,120,0,12,11,23,4,5,5,3,0,2,5,1,3,3,1,1,9,9,9,0,0,9,3,24,324,99,99,1,200523,702244,1,0
2,8200,104,0,0,0,0,0,0,11,9,25,4,5,2,1,0,3,1,1,3,3,1,1,9,9,9,3,3,1,3,31,311,0,16,3,207260,748438,0,2
4,0,0,0,0,40,0,1870,0,34,11,76,4,5,4,3,0,2,5,1,3,3,1,1,9,9,9,0,0,9,6,62,623,99,99,1,182514,579038,0,1
2,2710,0,0,0,0,0,0,0,12,2,71,4,5,1,8,3,0,1,1,2,3,1,2,8,9,9,0,0,9,3,32,323,0,25,2,214510,713989,0,2
4,0,0,0,0,461,0,30,0,20,7,86,4,5,2,2,1,0,4,1,3,3,1,1,9,9,9,0,0,9,5,52,512,99,99,1,182977,661176,1,2
2,3000,4382,0,0,0,0,0,0,61,3,84,4,5,5,2,3,0,1,1,3,3,1,2,9,9,9,0,0,9,1,11,111,0,12,3,219407,628000,1,2
1,2610,242,252,8310096,0,0,0,0,61,9,87,4,5,7,1,0,3,1,3,2,3,1,1,9,9,9,3,1,1,1,11,112,0,14,1,199718,627816,1,1
2,4000,999,0,0,0,0,0,0,11,2,95,4,5,7,5,3,0,1,1,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,3,196774,748298,1,2
2,7600,503,0,0,0,0,0,0,12,5,81,4,5,6,1,3,0,1,1,1,3,1,1,9,9,6,9,0,9,2,24,246,0,16,3,207481,758947,1,2
4,0,0,0,0,20,0,220,0,20,1,83,4,5,2,11,0,2,3,1,2,3,1,2,9,9,9,0,0,9,5,51,511,99,99,1,182265,669988,1,2
4,0,0,0,0,672,0,380,0,11,9,87,4,5,3,5,3,0,1,1,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,205292,737167,1,2
2,2610,101,0,0,0,0,0,0,61,2,71,4,5,3,4,3,0,1,0,2,3,1,1,9,9,9,0,0,9,1,11,112,0,14,3,199212,628549,1,2
2,8600,701,0,0,0,0,0,0,20,3,96,4,5,5,2,3,0,1,1,3,3,1,1,9,9,9,0,0,9,5,51,512,0,14,1,181488,666267,0,2
2,1292,0,0,0,0,0,0,0,12,4,11,4,5,7,8,3,0,1,1,3,1,1,1,8,9,9,0,0,9,2,24,246,99,26,2,214092,759331,0,2
